YEAR,UNIQUE_PROVIDERS,PROVIDER_TYPE_CD,PROVIDER_TYPE_DESC,SITE_OF_SERVICE,PAYER,RESOURCE_UTILIZATION_BAND,RUCA_PROVIDER_CLASS,RUCA_CLASS,NUM_PROCEDURES,UNIQUE_PATIENTS,PROC_PER_PROV_MED,PROC_PER_PROV_MEAN,PROC_PER_PROV_SD,CHARGE_AMT_MED,CHARGE_AMT_MEAN,CHARGE_AMT_SD,CHARGE_AMT_SUM,INSURER_PAID_AMT_MED,INSURER_PAID_AMT_MEAN,INSURER_PAID_AMT_SD,INSURER_PAID_AMT_SUM,MEMBER_PAID_AMT_MED,MEMBER_PAID_AMT_MEAN,MEMBER_PAID_AMT_SD,MEMBER_PAID_AMT_SUM,TOTAL_PAID_AMT_MED,TOTAL_PAID_AMT_MEAN,TOTAL_PAID_AMT_SD,TOTAL_PAID_AMT_SUM
2019,31,14-14,NEUROSURGERY,2,Commercial,5,5,4,277,85,5.00,8.94,8.74,"$1,382.00","$2,605.39","$2,916.69","$721,692.47",$527.64,"$1,247.96","$1,876.88","$345,685.65",$0.00,$56.17,$235.37,"$15,559.52",$529.10,"$1,304.13","$1,893.76","$361,245.17"
2019,66,14-14,NEUROSURGERY,2,Medicare,3,1,1,661,276,6.00,10.02,11.19,$367.13,"$1,748.21","$2,643.24","$1,155,565.23",$74.53,$354.44,$488.91,"$234,285.91",$10.09,$43.87,$79.71,"$28,995.14",$125.23,$398.31,$527.20,"$263,281.05"
2019,38,14-14,NEUROSURGERY,2,Medicare,3,1,2,104,50,2.00,2.74,2.30,"$1,319.50","$3,285.53","$4,439.64","$341,695.37",$192.71,$398.87,$476.54,"$41,482.37",$30.00,$60.37,$91.50,"$6,278.83",$201.12,$459.24,$533.69,"$47,761.20"
2019,22,14-14,NEUROSURGERY,2,Medicare,3,1,3,73,42,2.50,3.32,2.97,"$1,618.00","$3,362.23","$4,536.37","$245,443.10",$425.38,$524.21,$518.02,"$38,267.28",$0.00,$52.70,$92.10,"$3,847.03",$425.38,$576.91,$547.73,"$42,114.31"
2019,30,14-14,NEUROSURGERY,2,Medicare,3,1,4,183,64,2.50,6.10,7.26,$974.00,"$1,960.45","$2,455.08","$358,762.45",$207.53,$373.82,$408.71,"$68,408.45",$28.46,$79.23,$99.73,"$14,498.81",$346.14,$453.05,$473.24,"$82,907.26"
2019,25,14-14,NEUROSURGERY,2,Medicare,3,5,1,143,57,2.00,5.72,7.98,$230.00,"$1,368.84","$2,975.87","$195,743.62",$40.23,$202.68,$406.45,"$28,982.71",$10.09,$32.60,$68.22,"$4,661.23",$54.30,$235.27,$445.57,"$33,643.94"
2019,14,14-14,NEUROSURGERY,2,Medicare,3,5,2,63,18,2.00,4.50,5.84,$58.00,$876.24,"$2,129.36","$55,202.83",$10.15,$136.39,$286.79,"$8,592.78",$10.15,$26.82,$51.87,"$1,689.41",$26.55,$163.21,$319.75,"$10,282.19"
2019,27,14-14,NEUROSURGERY,2,Medicare,3,5,3,137,49,2.00,5.07,9.44,$87.00,$948.33,"$2,546.93","$129,921.61",$19.49,$123.40,$276.17,"$16,905.24",$27.89,$46.30,$57.82,"$6,343.41",$75.06,$169.70,$315.13,"$23,248.65"
2019,31,14-14,NEUROSURGERY,2,Medicare,3,5,4,228,94,6.00,7.35,7.23,$131.00,$963.59,"$2,402.05","$219,698.83",$59.44,$180.88,$351.76,"$41,241.21",$14.90,$31.18,$58.86,"$7,109.04",$74.34,$212.06,$386.47,"$48,350.25"
2019,80,14-14,NEUROSURGERY,2,Medicare,4,1,1,"1,637",718,12.50,20.46,19.58,"$1,206.00","$2,487.90","$3,122.09","$4,072,696.50",$214.64,$469.42,$567.50,"$768,434.22",$9.95,$56.26,$99.42,"$92,095.03",$229.41,$525.67,$617.28,"$860,529.25"
2019,56,14-14,NEUROSURGERY,2,Medicare,4,1,2,394,164,4.50,7.04,7.74,"$1,444.50","$2,956.32","$3,376.79","$1,164,789.84",$369.65,$559.58,$540.43,"$220,473.46",$14.95,$75.69,$120.58,"$29,820.97",$422.50,$635.27,$616.19,"$250,294.43"
2019,52,14-14,NEUROSURGERY,2,Medicare,4,1,3,307,142,4.00,5.90,5.40,$956.00,"$2,673.82","$3,801.48","$820,862.56",$200.98,$467.20,$594.56,"$143,429.94",$12.07,$58.67,$106.66,"$18,011.97",$209.90,$525.87,$656.01,"$161,441.91"
2019,57,14-14,NEUROSURGERY,2,Medicare,4,1,4,580,201,5.00,10.18,16.31,"$1,308.88","$2,914.44","$3,549.31","$1,690,375.30",$198.68,$411.85,$493.18,"$238,875.66",$14.90,$65.96,$101.61,"$38,257.15",$237.21,$477.82,$560.27,"$277,132.81"
2019,47,14-14,NEUROSURGERY,2,Medicare,4,5,1,356,177,3.00,7.57,14.52,$297.00,"$1,439.37","$2,637.19","$512,414.83",$72.14,$301.79,$726.59,"$107,436.46",$15.03,$47.84,$86.55,"$17,029.73",$83.50,$349.62,$762.53,"$124,466.19"
2019,22,14-14,NEUROSURGERY,2,Medicare,4,5,2,155,54,5.00,7.05,8.49,$699.75,"$2,136.78","$3,079.67","$331,201.57",$63.89,$306.37,$425.41,"$47,487.11",$15.59,$66.97,$100.43,"$10,380.14",$78.08,$373.34,$513.36,"$57,867.25"
2019,38,14-14,NEUROSURGERY,2,Medicare,4,5,3,333,146,4.00,8.76,10.13,$230.00,"$1,573.20","$3,235.66","$523,875.11",$61.25,$270.52,$466.37,"$90,083.99",$15.03,$45.12,$81.92,"$15,025.95",$76.59,$315.65,$517.72,"$105,109.94"
2019,49,14-14,NEUROSURGERY,2,Medicare,4,5,4,637,263,5.00,13.00,17.43,$226.00,"$1,306.89","$2,672.47","$832,489.18",$62.58,$242.93,$401.99,"$154,745.47",$15.67,$52.04,$90.07,"$33,146.37",$78.25,$294.96,$476.43,"$187,891.84"
2019,87,14-14,NEUROSURGERY,2,Medicare,5,1,1,"9,422","3,236",75.00,108.30,122.33,$899.50,"$2,317.54","$3,220.47","$21,835,858.93",$159.91,$418.37,$595.22,"$3,941,855.65",$7.75,$59.83,$109.47,"$563,731.53",$198.63,$478.20,$653.29,"$4,505,587.18"
2019,75,14-14,NEUROSURGERY,2,Medicare,5,1,2,"1,415",487,13.00,18.87,19.14,$825.50,"$2,146.74","$3,079.58","$3,037,639.16",$172.43,$414.98,$533.15,"$587,202.16",$14.36,$63.84,$104.80,"$90,330.49",$205.72,$478.82,$596.70,"$677,532.65"
2019,66,14-14,NEUROSURGERY,2,Medicare,5,1,3,"1,349",471,13.00,20.44,22.08,$848.00,"$2,577.55","$3,986.60","$3,477,115.59",$171.62,$420.51,$529.66,"$567,273.48",$14.36,$67.22,$109.09,"$90,678.50",$202.12,$487.73,$605.02,"$657,951.98"
2019,66,14-14,NEUROSURGERY,2,Medicare,5,1,4,"2,124",679,12.50,32.18,53.58,$956.00,"$2,661.19","$3,680.62","$5,652,372.18",$172.43,$395.23,$492.67,"$839,477.62",$19.80,$73.08,$111.33,"$155,224.49",$213.29,$468.32,$580.18,"$994,702.11"
2019,184,14-14,NEUROSURGERY,2,Medicare,5,5,1,"1,791",661,2.00,9.73,33.27,$479.00,"$1,779.23","$2,834.28","$3,186,598.93",$95.75,$309.45,$473.20,"$554,233.23",$14.56,$52.38,$94.51,"$93,814.99",$125.66,$361.84,$535.88,"$648,048.22"
2019,58,14-14,NEUROSURGERY,2,Medicare,5,5,2,516,147,2.00,8.90,19.34,$681.50,"$1,806.06","$2,297.57","$931,926.12",$104.31,$360.82,$498.94,"$186,181.70",$13.92,$59.05,$100.22,"$30,468.92",$127.06,$419.87,$568.21,"$216,650.62"
2019,80,14-14,NEUROSURGERY,2,Medicare,5,5,3,"1,229",418,3.50,15.36,31.15,$479.00,"$1,761.27","$2,732.43","$2,164,605.14",$74.94,$300.69,$456.89,"$369,547.95",$15.03,$55.61,$96.72,"$68,348.31",$90.19,$356.30,$531.37,"$437,896.26"
2019,107,14-14,NEUROSURGERY,2,Medicare,5,5,4,"2,479",757,4.00,23.17,47.11,$328.00,"$1,562.87","$2,471.00","$3,874,352.84",$70.25,$281.77,$434.89,"$698,502.16",$14.88,$53.08,$95.44,"$131,594.52",$96.28,$334.85,$509.33,"$830,096.68"
2019,20,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,2,1,1,163,37,2.50,8.15,10.53,$469.00,"$2,279.77","$2,524.60","$371,602.56",$91.68,$246.14,$300.48,"$40,120.37",$0.00,$0.45,$1.07,$74.00,$94.68,$246.59,$300.27,"$40,194.37"
2019,69,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,1,1,875,366,5.00,12.68,28.03,$240.45,"$1,499.64","$3,069.49","$1,312,186.85",$56.74,$188.23,$342.03,"$164,697.54",$0.00,$2.74,$7.36,"$2,393.40",$57.01,$190.96,$341.04,"$167,090.94"
2019,31,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,1,2,111,58,2.00,3.58,3.33,$446.71,"$2,322.18","$4,131.73","$257,761.98",$64.54,$245.99,$437.11,"$27,305.10",$0.00,$0.47,$3.83,$52.00,$64.54,$246.46,$436.89,"$27,357.10"
2019,28,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,1,3,126,58,2.00,4.50,6.26,$200.00,"$1,707.66","$3,155.72","$215,164.63",$47.45,$157.52,$293.80,"$19,847.57",$0.00,$5.06,$9.98,$637.00,$58.21,$162.58,$293.18,"$20,484.57"
2019,42,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,1,4,170,97,2.50,4.05,3.78,$891.00,"$3,309.99","$4,654.94","$562,698.05",$105.97,$361.54,$550.04,"$61,462.20",$0.00,$0.80,$3.85,$136.00,$105.97,$362.34,$550.12,"$61,598.20"
2019,19,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,5,1,127,49,2.00,6.68,12.74,$307.00,"$1,202.28","$2,278.68","$152,689.80",$57.88,$192.73,$364.81,"$24,477.26",$0.00,$0.71,$3.22,$89.60,$57.88,$193.44,$364.78,"$24,566.86"
2019,15,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,5,3,121,49,7.00,8.07,6.23,$150.00,"$1,796.62","$3,861.07","$217,390.77",$58.41,$172.74,$269.26,"$20,901.41",$0.00,$1.15,$2.61,$138.60,$59.58,$173.88,$269.44,"$21,040.01"
2019,23,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,3,5,4,169,81,6.00,7.35,6.01,$201.00,"$1,244.89","$2,389.31","$210,386.66",$60.37,$194.55,$297.03,"$32,879.08",$0.00,$1.74,$5.19,$294.03,$62.07,$196.29,$296.64,"$33,173.11"
2019,75,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,1,1,"1,432",635,11.00,19.09,24.58,$370.07,"$1,892.20","$3,153.42","$2,709,632.76",$67.50,$274.22,$433.47,"$392,684.25",$0.00,$0.45,$2.53,$648.82,$68.38,$274.67,$433.32,"$393,333.07"
2019,47,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,1,2,162,87,2.00,3.45,3.89,$717.75,"$2,183.72","$3,743.09","$353,763.02",$68.55,$284.02,$520.96,"$46,011.74",$0.00,$0.45,$2.14,$73.00,$68.55,$284.47,$520.78,"$46,084.74"
2019,48,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,1,3,245,118,3.50,5.10,5.15,"$1,318.00","$3,390.53","$4,533.77","$830,679.63",$133.91,$358.19,$474.95,"$87,755.52",$0.00,$0.09,$0.51,$21.20,$133.91,$358.27,$474.92,"$87,776.72"
2019,44,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,1,4,325,135,5.00,7.39,9.42,"$1,318.00","$2,870.73","$3,714.13","$932,987.84",$140.02,$326.95,$420.70,"$106,257.67",$0.00,$0.22,$1.52,$73.00,$140.02,$327.17,$420.72,"$106,330.67"
2019,25,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,5,1,185,85,3.00,7.40,9.67,$443.00,"$1,357.80","$1,863.77","$251,192.39",$72.79,$216.83,$325.70,"$40,113.80",$0.00,$0.40,$2.65,$74.20,$72.79,$217.23,$325.98,"$40,188.00"
2019,25,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,5,3,164,66,4.00,6.56,7.41,$147.00,$856.97,"$2,022.85","$140,543.28",$56.50,$167.78,$360.15,"$27,515.94",$0.00,$0.80,$2.27,$130.60,$59.50,$168.58,$359.98,"$27,646.54"
2019,32,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,4,5,4,241,121,3.50,7.53,9.01,$248.00,"$1,339.74","$2,593.85","$322,877.51",$60.26,$204.43,$362.73,"$49,266.67",$0.00,$0.54,$1.90,$130.20,$60.26,$204.97,$362.51,"$49,396.87"
2019,83,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,1,1,"5,355","1,722",37.00,64.52,110.34,$642.00,"$2,122.87","$3,144.67","$11,367,968.03",$66.24,$255.90,$458.41,"$1,370,346.17",$0.00,$0.21,$1.96,"$1,098.41",$66.24,$256.11,$458.38,"$1,371,444.58"
2019,65,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,1,2,646,225,6.00,9.94,9.94,$826.75,"$2,379.54","$3,403.80","$1,537,180.91",$79.53,$269.96,$454.55,"$174,393.12",$0.00,$0.19,$1.76,$121.80,$79.53,$270.15,$454.55,"$174,514.92"
2019,60,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,1,3,468,194,4.00,7.80,8.23,"$1,078.00","$2,820.58","$3,747.72","$1,320,029.38",$83.86,$277.46,$417.63,"$129,853.44",$0.00,$0.26,$2.06,$121.00,$84.72,$277.72,$417.61,"$129,974.44"
2019,65,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,1,4,975,326,7.00,15.00,18.59,"$1,064.00","$2,920.44","$4,478.44","$2,847,429.87",$82.99,$263.32,$390.61,"$256,735.62",$0.00,$0.14,$1.23,$132.40,$83.00,$263.45,$390.58,"$256,868.02"
2019,42,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,5,1,528,207,3.00,12.57,25.70,$770.50,"$2,010.42","$2,669.90","$1,061,502.69",$66.51,$243.31,$382.51,"$128,465.48",$0.00,$0.10,$1.15,$53.20,$66.51,$243.41,$382.46,"$128,518.68"
2019,20,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,5,2,137,44,3.00,6.85,9.13,$900.00,"$2,172.10","$2,392.66","$297,578.05",$78.74,$320.77,$557.81,"$43,945.29",$0.00,$0.18,$2.14,$25.00,$78.74,$320.95,$557.72,"$43,970.29"
2019,37,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,5,3,435,149,4.00,11.76,16.07,$530.00,"$1,687.25","$2,724.84","$733,953.30",$55.41,$212.29,$410.37,"$92,346.89",$0.00,$0.40,$2.62,$173.57,$55.52,$212.69,$410.22,"$92,520.46"
2019,37,14-14,NEUROSURGERY,2,Minnesota Health Care Programs,5,5,4,704,224,10.00,19.03,23.72,$478.50,"$1,755.31","$2,763.08","$1,235,736.81",$74.02,$275.24,$586.38,"$193,770.74",$0.00,$0.31,$2.26,$218.65,$74.80,$275.55,$586.28,"$193,989.39"
2019,12,14-14,NEUROSURGERY,3,Medicare,5,5,1,28,20,1.50,2.33,2.31,$297.00,$282.33,$325.31,"$7,905.24",$49.06,$56.00,$40.89,"$1,567.92",$0.00,$8.48,$11.20,$237.39,$59.78,$64.48,$49.43,"$1,805.31"
2019,15,14-14,NEUROSURGERY,3,Medicare,5,5,4,37,34,1.00,2.47,3.38,$297.00,$268.24,$128.64,"$9,924.83",$90.82,$73.79,$48.01,"$2,730.07",$12.22,$13.69,$12.80,$506.62,$113.99,$87.48,$49.54,"$3,236.69"
2019,11,14-14,NEUROSURGERY,3,Minnesota Health Care Programs,5,1,1,51,50,1.00,4.64,7.54,$275.18,$563.00,"$1,132.90","$28,712.86",$87.38,$119.11,$203.07,"$6,074.58",$0.00,$0.00,$0.00,$0.00,$87.38,$119.11,$203.07,"$6,074.58"
2019,15,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,1,1,1,78,13,1.00,5.20,8.06,$423.00,$484.65,$257.76,"$37,803.00",$2.03,$43.14,$68.71,"$3,365.28",$168.75,$203.66,$139.14,"$15,885.49",$244.86,$246.80,$103.62,"$19,250.77"
2019,220,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,2,1,1,"9,622",561,27.00,43.74,56.60,$146.00,$175.83,$118.28,"$1,691,830.63",$84.87,$84.15,$86.82,"$809,681.42",$25.00,$44.08,$64.47,"$424,144.08",$111.89,$128.23,$84.93,"$1,233,825.50"
2019,54,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,2,1,2,695,61,6.00,12.87,23.60,$150.00,$172.24,$93.55,"$119,708.36",$86.89,$75.37,$72.61,"$52,379.16",$25.00,$55.81,$77.28,"$38,789.06",$111.89,$131.18,$72.62,"$91,168.22"
2019,11,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,2,1,4,30,11,2.00,2.73,2.33,$137.00,$243.25,$199.72,"$7,297.37",$0.00,$19.13,$60.07,$573.89,$121.00,$142.96,$87.48,"$4,288.69",$126.55,$162.09,$87.36,"$4,862.58"
2019,28,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,2,5,1,378,44,5.50,13.50,17.35,$150.00,$211.61,$168.87,"$79,989.48",$78.58,$84.58,$87.79,"$31,972.74",$20.00,$41.55,$61.61,"$15,704.10",$103.58,$126.13,$91.97,"$47,676.84"
2019,303,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,1,1,"27,437","1,913",62.00,90.55,102.94,$150.00,$185.74,$126.08,"$5,096,067.35",$91.41,$96.19,$89.23,"$2,639,064.90",$11.19,$33.31,$58.52,"$913,961.56",$110.35,$129.50,$87.76,"$3,553,026.46"
2019,148,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,1,2,"2,854",233,7.50,19.28,29.86,$150.00,$182.25,$130.06,"$520,152.17",$101.89,$98.86,$89.79,"$282,132.33",$0.00,$37.59,$62.97,"$107,284.23",$111.89,$136.45,$82.60,"$389,416.56"
2019,42,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,1,3,264,57,2.00,6.29,8.17,$145.91,$245.37,$240.03,"$64,778.79",$75.00,$125.00,$181.03,"$32,998.91",$35.00,$62.73,$79.21,"$16,559.45",$113.48,$187.72,$172.28,"$49,558.36"
2019,68,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,1,4,614,99,3.00,9.03,11.60,$150.00,$231.59,$251.14,"$142,198.18",$81.89,$101.78,$150.80,"$62,493.37",$27.50,$62.03,$100.99,"$38,085.42",$111.89,$163.81,$161.29,"$100,578.79"
2019,14,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,2,1,962,66,26.50,68.71,85.96,$135.00,$144.62,$43.85,"$139,121.75",$90.00,$74.83,$50.81,"$71,987.20",$0.00,$34.07,$47.97,"$32,776.36",$103.58,$108.90,$32.87,"$104,763.56"
2019,12,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,2,2,925,51,37.00,77.08,92.51,$155.00,$146.46,$28.00,"$135,474.00",$93.22,$82.14,$45.73,"$75,977.82",$0.00,$22.18,$43.17,"$20,519.15",$103.58,$104.32,$34.15,"$96,496.97"
2019,11,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,3,3,479,20,41.00,43.55,35.12,$135.00,$167.66,$64.47,"$80,307.15",$72.83,$58.19,$51.73,"$27,874.46",$45.00,$50.28,$47.16,"$24,083.72",$111.89,$108.47,$36.65,"$51,958.18"
2019,58,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,5,1,"1,663",161,7.50,28.67,62.73,$158.00,$183.35,$117.02,"$304,914.79",$86.05,$81.54,$58.41,"$135,596.14",$10.36,$32.87,$50.24,"$54,665.09",$110.16,$114.41,$57.23,"$190,261.23"
2019,16,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,5,2,161,21,6.00,10.06,10.13,$170.00,$198.89,$129.90,"$32,021.08",$81.24,$87.88,$75.28,"$14,148.09",$8.37,$38.96,$70.60,"$6,272.96",$101.55,$126.84,$79.00,"$20,421.05"
2019,16,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,3,5,4,260,23,6.00,16.25,18.41,$170.00,$169.55,$75.71,"$44,083.35",$0.00,$51.30,$61.72,"$13,337.11",$32.76,$56.58,$55.17,"$14,711.74",$122.47,$107.88,$54.08,"$28,048.85"
2019,272,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,4,1,1,"17,450","1,053",37.50,64.15,77.21,$150.00,$191.38,$129.57,"$3,339,533.05",$97.60,$101.81,$76.10,"$1,776,582.04",$0.00,$22.06,$60.04,"$384,887.63",$110.35,$123.87,$83.80,"$2,161,469.67"
2019,97,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,4,1,2,"1,336",113,5.00,13.77,23.79,$150.00,$196.00,$140.47,"$261,857.35",$93.82,$109.00,$92.12,"$145,627.58",$0.00,$19.23,$55.90,"$25,685.61",$103.58,$128.23,$92.51,"$171,313.19"
2019,39,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,4,1,3,238,39,2.00,6.10,10.04,$222.00,$295.39,$255.57,"$70,302.36",$181.15,$195.06,$195.40,"$46,424.20",$0.00,$58.92,$183.39,"$14,022.56",$189.48,$253.98,$231.88,"$60,446.76"
2019,42,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,4,1,4,452,46,3.00,10.76,20.46,$141.82,$256.69,$245.30,"$116,024.39",$104.73,$137.04,$121.30,"$61,941.24",$0.00,$27.04,$94.20,"$12,221.22",$104.73,$164.08,$132.52,"$74,162.46"
2019,32,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,4,5,1,686,85,8.00,21.44,30.13,$165.00,$249.24,$167.72,"$170,980.95",$108.65,$118.43,$89.74,"$81,245.38",$0.00,$26.89,$46.20,"$18,447.34",$124.88,$145.32,$88.12,"$99,692.72"
2019,216,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,5,1,1,"7,745",594,14.00,35.86,50.17,$160.00,$225.59,$158.49,"$1,747,172.38",$103.58,$116.81,$88.38,"$904,703.28",$0.00,$14.64,$43.25,"$113,422.12",$111.89,$131.46,$87.17,"$1,018,125.40"
2019,72,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,5,1,2,946,72,4.00,13.14,24.89,$141.82,$219.07,$155.29,"$207,239.27",$111.89,$144.60,$106.39,"$136,795.47",$0.00,$12.44,$37.27,"$11,772.21",$113.48,$157.05,$100.06,"$148,567.68"
2019,35,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,5,1,3,163,26,3.00,4.66,5.10,$150.00,$266.00,$209.60,"$43,358.22",$111.89,$167.14,$144.14,"$27,243.84",$0.00,$10.72,$26.56,"$1,746.56",$111.89,$177.86,$140.13,"$28,990.40"
2019,38,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,5,1,4,408,51,5.50,10.74,11.43,$239.85,$295.35,$146.44,"$120,502.36",$194.08,$174.04,$110.29,"$71,009.52",$0.00,$15.02,$64.04,"$6,126.88",$194.08,$189.06,$108.80,"$77,136.40"
2019,14,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Commercial,5,5,1,391,31,19.00,27.93,42.35,$165.00,$193.79,$124.68,"$75,772.44",$105.49,$111.04,$71.45,"$43,416.81",$0.00,$21.49,$41.35,"$8,402.27",$125.00,$132.53,$66.51,"$51,819.08"
2019,62,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,3,1,1,"1,526",377,15.50,24.61,26.60,$312.90,$360.99,$193.44,"$550,872.46",$62.39,$64.85,$40.73,"$98,955.76",$15.91,$18.53,$16.17,"$28,276.05",$80.18,$83.38,$45.15,"$127,231.81"
2019,28,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,3,1,2,150,54,2.50,5.36,8.05,$451.50,$371.52,$198.85,"$55,727.65",$62.39,$65.82,$41.29,"$9,872.91",$15.91,$18.08,$15.97,"$2,712.29",$78.30,$83.90,$48.39,"$12,585.20"
2019,22,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,3,1,3,128,34,2.50,5.82,6.99,$150.00,$230.92,$205.95,"$29,558.33",$57.76,$47.48,$39.45,"$6,077.18",$14.74,$12.69,$11.01,"$1,624.83",$72.50,$60.17,$47.50,"$7,702.01"
2019,22,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,3,1,4,150,45,3.00,6.82,11.60,$195.34,$267.78,$185.40,"$40,166.37",$69.95,$73.35,$49.26,"$11,002.25",$17.97,$20.46,$17.84,"$3,068.84",$87.69,$93.81,$60.27,"$14,071.09"
2019,11,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,3,5,1,149,21,9.00,13.55,14.19,$210.00,$279.30,$160.24,"$41,615.50",$49.80,$46.51,$50.36,"$6,930.48",$0.00,$14.21,$18.53,"$2,117.98",$78.30,$60.73,$62.49,"$9,048.46"
2019,74,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,4,1,1,"2,938",783,27.00,39.70,43.35,$391.90,$356.60,$207.21,"$1,047,692.74",$62.39,$60.66,$35.89,"$178,223.72",$15.91,$16.26,$14.10,"$47,784.37",$78.38,$76.93,$41.89,"$226,008.09"
2019,40,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,4,1,2,287,107,5.00,7.18,6.70,$406.00,$379.62,$198.62,"$108,952.00",$68.48,$67.47,$39.06,"$19,362.51",$17.47,$18.06,$13.41,"$5,183.99",$85.95,$85.53,$46.59,"$24,546.50"
2019,29,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,4,1,3,200,89,5.00,6.90,6.55,$312.90,$326.57,$217.43,"$65,314.31",$68.48,$69.87,$37.78,"$13,974.07",$17.47,$17.44,$16.80,"$3,488.61",$87.73,$87.31,$44.62,"$17,462.68"
2019,33,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,4,1,4,254,121,6.00,7.70,7.57,$395.00,$348.98,$197.83,"$88,640.33",$68.48,$67.81,$41.42,"$17,224.57",$17.47,$17.07,$13.80,"$4,336.79",$87.67,$84.89,$49.40,"$21,561.36"
2019,79,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,5,1,1,"5,060","1,335",40.00,64.05,76.63,$332.00,$349.28,$199.94,"$1,767,352.47",$62.39,$61.09,$36.62,"$309,125.23",$15.91,$15.09,$13.04,"$76,364.88",$79.66,$76.18,$43.01,"$385,490.11"
2019,57,14-15,QUALIFIED SPEECH LANGUAGE PATHOLOGIST,1,Medicare,5,1,2,619,177,4.00,10.86,15.16,$399.75,$355.69,$177.76,"$220,172.50",$62.39,$62.23,$34.95,"$38,522.38",$15.91,$17.45,$13.33,"$10,804.58",$78.30,$79.69,$40.85,"$49,326.96"
